DexNumber,Name,FlavorText,Grass,Water,Fire
170,Chinchou,Chinchou lets loose positive and negative electrical charges from its two antennas to make its prey faint. This Pokémon flashes its electric lights to exchange signals with others.,0,1,0
170,Chinchou,It shoots positive and negative electricity between the tips of its two antennae and zaps its enemies.,0,1,0
170,Chinchou,It discharges positive and negative electricity from its antenna tips to shock its foes.,0,1,0
170,Chinchou,"When it senses danger, it discharges positive and negative electricity from its two antennae. It lives in depths beyond sunlight’s reach.",0,1,0
171,Lanturn,Lanturn’s light can shine up from great depths. It is nicknamed the Deep-Sea Star.,0,1,0
171,Lanturn,This Pokémon flashes a bright light that blinds its prey. This creates an opening for it to deliver an electrical attack.,0,1,0
171,Lanturn,The light it emits is so bright that it can illuminate the sea’s surface from a depth of over three miles.,0,1,0
171,Lanturn,"It lives far down in the depths of the ocean. It blinds its prey with light, using the moment they’re dazzled to swallow them whole.",0,1,0
171,Lanturn,"When the bacteria living inside its antennae absorb Lanturn’s bodily fluids, a strong luminescent effect is produced.",0,1,0
171,Lanturn,"Should you peer into the ocean at night and see a light shining like the stars, that is Lanturn.",0,1,0
171,Lanturn,"Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night.",0,1,0
171,Lanturn,Lanturn is nicknamed “the deep-sea star” for its illuminated antenna. This Pokémon produces light by causing a chemical reaction between bacteria and its bodily fluids inside the antenna.,0,1,0
171,Lanturn,"It blinds prey with an intense burst of light. With the prey incapacitated, the Pokémon swallows it in a single gulp.",0,1,0
171,Lanturn,Lanturn’s light can shine up from great depths. It is nicknamed “The Deep-Sea Star.”,0,1,0
171,Lanturn,The light-emitting orbs on its back are very bright. They are formed from a part of its dorsal fin. This POKéMON illuminates the inky darkness of deep seas.,0,1,0
171,Lanturn,"It blinds prey with an intense burst of light, then swallows the immobilized prey in a single gulp.",0,1,0
171,Lanturn,"This POKéMON uses the bright part of its body, which changed from a dorsal fin, to lure prey.",0,1,0
182,Bellossom,"When the heavy rainfall season ends, it is drawn out by warm sunlight to dance in the open.",1,0,0
182,Bellossom,Bellossom gather at times and appear to dance. They say that the dance is a ritual to summon the sun.,1,0,0
182,Bellossom,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound.",1,0,0
182,Bellossom,"A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.",1,0,0
182,Bellossom,"When Bellossom gets exposed to plenty of sunlight, the leaves ringing its body begin to spin around. This Pokémon’s dancing is renowned in the southern lands.",1,0,0
182,Bellossom,Bellossom gather at times and seem to dance. They say that the dance is a ritual to summon the sun.,1,0,0
182,Bellossom,"Its flower petals deepen in color through exposure to sunlight. When cloudy weather persists, it does a dance that is thought to be a ritual for summoning the sun.",1,0,0
182,Bellossom,"A BELLOSSOM grows flowers more beautifully if it has evolved from a smelly GLOOM - the stinkier the better. At night, this POKéMON closes its petals and goes to sleep.",1,0,0
182,Bellossom,"When these dance together, their petals rub against each other, making pretty, relaxing sounds.",1,0,0
183,Marill,"The oil-filled tail functions as a buoy, so it’s fine even in rivers with strong currents.",0,1,0
183,Marill,The fur on its body naturally repels water. It can stay dry even when it plays in the water.,0,1,0
183,Marill,"The tip of its tail is filled with oil that is lighter than water, so it acts as a float.",0,1,0
183,Marill,"Using its tail as a float, it dives underwater. It likes eating plants that grow in riverbeds.",0,1,0
183,Marill,"Even after Marill swims in a cold sea, its water- repellent fur dries almost as soon as Marill leaves the water. That’s why this Pokémon is never cold.",0,1,0
183,Marill,This Pokémon uses its round tail as a float. The ball of Marill’s tail is filled with nutrients that have been turned into an oil.,0,1,0
183,Marill,"When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon’s tail is flexible and configured to stretch.",0,1,0
183,Marill,"Marill’s oil-filled tail acts much like a life preserver. If you see just its tail bobbing on the water’s surface, it’s a sure indication that this Pokémon is diving beneath the water to feed on aquatic plants.",0,1,0
183,Marill,"The fur on its body naturally repels water. It can stay dry, even when it plays in the water.",0,1,0
183,Marill,The oil-filled end of its tail floats on water. It keeps Marill from drowning even in a strong current.,0,1,0
183,Marill,"The end of its tail serves as a buoy that keeps it from drowning, even in a vicious current.",0,1,0
183,Marill,"The tip of its tail, which contains oil that is lighter than water, lets it swim without drowning.",0,1,0
183,Marill,"Using its tail as a float, it dives underwater. It likes eating plants that grow on river bottoms.",0,1,0
183,Marill,"Its body is covered with water-repellent fur. Because of the fur, it can swim through water at high speed without being slowed by the water’s resistance.",0,1,0
184,Azumarill,"By keeping still and listening intently, it can tell what is in even wild, fast-moving rivers.",0,1,0
184,Azumarill,Its long ears are superb sensors. It can distinguish the movements of things in water and tell what they are.,0,1,0
184,Azumarill,Its long ears are superb sensors. It can distinguish the movements of living things on riverbeds.,0,1,0
184,Azumarill,"It lives in rivers and lakes. In water, its coloring and patterns trick the vision of foes.",0,1,0
184,Azumarill,"These Pokémon create air-filled bubbles. When Azurill play in rivers, Azumarill will cover them with these bubbles.",0,1,0
184,Azumarill,"It spends most of its time in the water. On sunny days, Azumarill floats on the surface of the water and sunbathes.",0,1,0
184,Azumarill,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,0,1,0
184,Azumarill,"Azumarill’s long ears are indispensable sensors. By focusing its hearing, this Pokémon can identify what kinds of prey are around, even in rough and fast-running rivers.",0,1,0
184,Azumarill,The bubble-like pattern on its stomach helps it camouflage itself when it’s in the water.,0,1,0
184,Azumarill,"It can spend all day in water, since it can inhale and store a large volume of air.",0,1,0
184,Azumarill,"When it plays in water, it rolls up its elongated ears to prevent their insides from getting wet.",0,1,0
184,Azumarill,It lives in water virtually all day long. Its body color and pattern act as camouflage that makes it tough for enemies to spot in water.,0,1,0
184,Azumarill,"By keeping still and listening intently, it can even tell what is in wild, fast-moving rivers.",0,1,0
186,Politoed,A group of Poliwag and Poliwhirl will form with a Politoed as the leader. Politoed’s cries make the Pokémon of the group obey.,0,1,0
186,Politoed,"The cry of a male is louder than that of a female. Male Politoed with deep, menacing voices find more popularity with the opposite gender.",0,1,0
186,Politoed,"At nightfall, these Pokémon appear on the shores of lakes. They announce their territorial claims by letting out cries that sound like shouting.",0,1,0
186,Politoed,"The longer and more luxurious the curled hair on its head, the greater the number of Poliwag and Poliwhirl that will obey it.",0,1,0
186,Politoed,"Although its cries sound like screams, a composer created a beautiful ballad that was influenced by the sounds.",0,1,0
186,Politoed,"It’s the leader of Poliwag and Poliwhirl. When Politoed roars, they all cower in fear.",0,1,0
186,Politoed,"They gather on moonlit nights to form a large chorus. Their cries sound angry and not at all pleasant, but they are certainly distinctive.",0,1,0
186,Politoed,"The curled hair on Politoed’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.",0,1,0
186,Politoed,"If Poliwag and Poliwhirl hear its echoing cry, they respond by gathering from far and wide.",0,1,0
186,Politoed,"Whenever three or more of these get together, they sing in a loud voice that sounds like bellowing.",0,1,0
186,Politoed,It gathers groups of others as their leader. Its cries make Poliwag obey.,0,1,0
186,Politoed,"The curled hair on its head proves its status as a king. It is said that the longer and curlier the hair, the more respect it earns from its peers.",0,1,0
186,Politoed,"When it expands its throat to croak out a tune, nearby POLIWAG and POLIWHIRL gather immediately.",0,1,0
187,Hoppip,"Outside of cold regions, Hoppip can be found practically everywhere. This is because the wind carries this species all over the world.",1,0,0
187,Hoppip,This Pokémon is blown across vast distances by the wind. It is unclear where the Hoppip of Paldea originally came from.,1,0,0
187,Hoppip,"They are blown adrift by winds. It is said that when Hoppip gather in fields and mountains, spring is on the way.",1,0,0
187,Hoppip,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",1,0,0
187,Hoppip,"It drifts on winds. It is said that when Hoppip gather in fields and mountains, spring is on the way.",1,0,0
187,Hoppip,"Its body is so light, it must grip the ground firmly with its feet to keep from being blown away.",1,0,0
187,Hoppip,"To keep from being blown away by the wind, they gather in clusters. But they do enjoy gentle breezes.",1,0,0
